usuario,grupoAD
B051272,GRPDLBUSNIESSARDA
B051285,GRPDLBUSNIESSARDA
B051287,GRPDLBUSNIESSARDA
B051288,GRPDLBUSNIESSARDA
B051289,GRPDLBUSNIESSARDA
B051290,GRPDLBUSNIESSARDA
B051291,GRPDLBUSNIESSARDA
B051463,GRPDLBUSNIESSARDA
B051506,GRPDLBUSNIESSARDA
B051518,GRPDLBUSNIESSARDA
B051553,GRPDLBUSNIESSARDA
B051586,GRPDLBUSNIESSARDA
B051608,GRPDLBUSNIESSARDA
B051651,GRPDLBUSNIESSARDA
B051652,GRPDLBUSNIESSARDA
B051718,GRPDLBUSNIESSARDA
B051732,GRPDLBUSNIESSARDA
B051735,GRPDLBUSNIESSARDA
B051737,GRPDLBUSNIESSARDA
B051749,GRPDLBUSNIESSARDA
B051754,GRPDLBUSNIESSARDA
B051808,GRPDLBUSNIESSARDA
B051834,GRPDLBUSNIESSARDA
B051835,GRPDLBUSNIESSARDA
B051837,GRPDLBUSNIESSARDA
B051841,GRPDLBUSNIESSARDA
B051843,GRPDLBUSNIESSARDA
B051846,GRPDLBUSNIESSARDA
B051847,GRPDLBUSNIESSARDA
B051855,GRPDLBUSNIESSARDA
B051856,GRPDLBUSNIESSARDA
B051857,GRPDLBUSNIESSARDA
B051858,GRPDLBUSNIESSARDA
B051859,GRPDLBUSNIESSARDA
B051860,GRPDLBUSNIESSARDA
B051991,GRPDLBUSNIESSARDA
B051992,GRPDLBUSNIESSARDA
B052100,GRPDLBUSNIESSARDA
B052112,GRPDLBUSNIESSARDA
B052116,GRPDLBUSNIESSARDA
B052178,GRPDLBUSNIESSARDA
B052196,GRPDLBUSNIESSARDA
B052197,GRPDLBUSNIESSARDA
B052198,GRPDLBUSNIESSARDA
B052208,GRPDLBUSNIESSARDA
B052209,GRPDLBUSNIESSARDA
B052216,GRPDLBUSNIESSARDA
B052218,GRPDLBUSNIESSARDA
B052248,GRPDLBUSNIESSARDA
B052259,GRPDLBUSNIESSARDA
B052275,GRPDLBUSNIESSARDA
B052276,GRPDLBUSNIESSARDA
B052278,GRPDLBUSNIESSARDA
B052292,GRPDLBUSNIESSARDA
B052361,GRPDLBUSNIESSARDA
B052387,GRPDLBUSNIESSARDA
B052421,GRPDLBUSNIESSARDA
B052436,GRPDLBUSNIESSARDA
B052438,GRPDLBUSNIESSARDA
B052512,GRPDLBUSNIESSARDA
B052513,GRPDLBUSNIESSARDA
B052514,GRPDLBUSNIESSARDA
B052647,GRPDLBUSNIESSARDA
B052671,GRPDLBUSNIESSARDA
B052698,GRPDLBUSNIESSARDA
B052699,GRPDLBUSNIESSARDA
B052740,GRPDLBUSNIESSARDA
B052751,GRPDLBUSNIESSARDA
B052847,GRPDLBUSNIESSARDA
B052848,GRPDLBUSNIESSARDA
B052958,GRPDLBUSNIESSARDA
B052960,GRPDLBUSNIESSARDA
B052965,GRPDLBUSNIESSARDA
B052967,GRPDLBUSNIESSARDA
B052968,GRPDLBUSNIESSARDA
B052971,GRPDLBUSNIESSARDA
B053080,GRPDLBUSNIESSARDA
B053132,GRPDLBUSNIESSARDA
B053134,GRPDLBUSNIESSARDA
B053135,GRPDLBUSNIESSARDA
B053136,GRPDLBUSNIESSARDA
B053137,GRPDLBUSNIESSARDA
B053217,GRPDLBUSNIESSARDA
B053253,GRPDLBUSNIESSARDA
B053553,GRPDLBUSNIESSARDA
B053554,GRPDLBUSNIESSARDA
B053589,GRPDLBUSNIESSARDA
B053590,GRPDLBUSNIESSARDA
B053591,GRPDLBUSNIESSARDA
B053696,GRPDLBUSNIESSARDA
B053752,GRPDLBUSNIESSARDA
B053756,GRPDLBUSNIESSARDA
B053757,GRPDLBUSNIESSARDA
B053829,GRPDLBUSNIESSARDA
B053830,GRPDLBUSNIESSARDA
B053831,GRPDLBUSNIESSARDA
B053832,GRPDLBUSNIESSARDA
B053833,GRPDLBUSNIESSARDA
B054000,GRPDLBUSNIESSARDA
B054001,GRPDLBUSNIESSARDA
B054061,GRPDLBUSNIESSARDA
B054062,GRPDLBUSNIESSARDA
B054063,GRPDLBUSNIESSARDA
B054066,GRPDLBUSNIESSARDA
B054222,GRPDLBUSNIESSARDA
B054277,GRPDLBUSNIESSARDA
B054278,GRPDLBUSNIESSARDA
B054470,GRPDLBUSNIESSARDA
B054471,GRPDLBUSNIESSARDA
B054477,GRPDLBUSNIESSARDA
B054480,GRPDLBUSNIESSARDA
B054602,GRPDLBUSNIESSARDA
B054603,GRPDLBUSNIESSARDA
B054632,GRPDLBUSNIESSARDA
B054677,GRPDLBUSNIESSARDA
B054680,GRPDLBUSNIESSARDA
B054778,GRPDLBUSNIESSARDA
B054906,GRPDLBUSNIESSARDA
B054907,GRPDLBUSNIESSARDA
B054908,GRPDLBUSNIESSARDA
B054909,GRPDLBUSNIESSARDA
B054910,GRPDLBUSNIESSARDA
B054911,GRPDLBUSNIESSARDA
B054976,GRPDLBUSNIESSARDA
B054984,GRPDLBUSNIESSARDA
B055002,GRPDLBUSNIESSARDA
B055004,GRPDLBUSNIESSARDA
B055005,GRPDLBUSNIESSARDA
B055007,GRPDLBUSNIESSARDA
B055042,GRPDLBUSNIESSARDA
B055056,GRPDLBUSNIESSARDA
B055057,GRPDLBUSNIESSARDA
B055109,GRPDLBUSNIESSARDA
B055224,GRPDLBUSNIESSARDA
B055344,GRPDLBUSNIESSARDA
B055354,GRPDLBUSNIESSARDA
B055355,GRPDLBUSNIESSARDA
B055356,GRPDLBUSNIESSARDA
B055357,GRPDLBUSNIESSARDA
B055358,GRPDLBUSNIESSARDA
B055359,GRPDLBUSNIESSARDA
B089034,GRPDLBUSNIESSARDA
A006874,GRPDLBUSNIESSARDAFULL
A013391,GRPDLBUSNIESSARDAFULL
A017173,GRPDLBUSNIESSARDAFULL
A091826,GRPDLBUSNIESSARDAFULL
A110298,GRPDLBUSNIESSARDAFULL
A111819,GRPDLBUSNIESSARDAFULL
A121702,GRPDLBUSNIESSARDAFULL
A122448,GRPDLBUSNIESSARDAFULL
A127269,GRPDLBUSNIESSARDAFULL
A132465,GRPDLBUSNIESSARDAFULL
A140113,GRPDLBUSNIESSARDAFULL
A149517,GRPDLBUSNIESSARDAFULL
A218302,GRPDLBUSNIESSARDAFULL
A261409,GRPDLBUSNIESSARDAFULL
A265806,GRPDLBUSNIESSARDAFULL
A271391,GRPDLBUSNIESSARDAFULL
A275847,GRPDLBUSNIESSARDAFULL
A279059,GRPDLBUSNIESSARDAFULL
A285309,GRPDLBUSNIESSARDAFULL
A288378,GRPDLBUSNIESSARDAFULL
A299794,GRPDLBUSNIESSARDAFULL
A299942,GRPDLBUSNIESSARDAFULL
A300066,GRPDLBUSNIESSARDAFULL
A300684,GRPDLBUSNIESSARDAFULL
A305263,GRPDLBUSNIESSARDAFULL
A306807,GRPDLBUSNIESSARDAFULL
A307042,GRPDLBUSNIESSARDAFULL
A307054,GRPDLBUSNIESSARDAFULL
A308471,GRPDLBUSNIESSARDAFULL
A308475,GRPDLBUSNIESSARDAFULL
A308981,GRPDLBUSNIESSARDAFULL
A309560,GRPDLBUSNIESSARDAFULL
A309656,GRPDLBUSNIESSARDAFULL
A309783,GRPDLBUSNIESSARDAFULL
A309838,GRPDLBUSNIESSARDAFULL
A003066,GRPDLBUSNIESSIFRS9
A003941,GRPDLBUSNIESSIFRS9
A005227,GRPDLBUSNIESSIFRS9
A007223,GRPDLBUSNIESSIFRS9
A007465,GRPDLBUSNIESSIFRS9
A007923,GRPDLBUSNIESSIFRS9
A008131,GRPDLBUSNIESSIFRS9
A008263,GRPDLBUSNIESSIFRS9
A008819,GRPDLBUSNIESSIFRS9
A008893,GRPDLBUSNIESSIFRS9
A008954,GRPDLBUSNIESSIFRS9
A009134,GRPDLBUSNIESSIFRS9
A009271,GRPDLBUSNIESSIFRS9
A009340,GRPDLBUSNIESSIFRS9
A009490,GRPDLBUSNIESSIFRS9
A009916,GRPDLBUSNIESSIFRS9
A010058,GRPDLBUSNIESSIFRS9
A010191,GRPDLBUSNIESSIFRS9
A010498,GRPDLBUSNIESSIFRS9
A010585,GRPDLBUSNIESSIFRS9
A010700,GRPDLBUSNIESSIFRS9
A011234,GRPDLBUSNIESSIFRS9
A011332,GRPDLBUSNIESSIFRS9
A011596,GRPDLBUSNIESSIFRS9
A012113,GRPDLBUSNIESSIFRS9
A012911,GRPDLBUSNIESSIFRS9
A013355,GRPDLBUSNIESSIFRS9
A016807,GRPDLBUSNIESSIFRS9
A041565,GRPDLBUSNIESSIFRS9
A086587,GRPDLBUSNIESSIFRS9
A098601,GRPDLBUSNIESSIFRS9
A101457,GRPDLBUSNIESSIFRS9
A109963,GRPDLBUSNIESSIFRS9
A110965,GRPDLBUSNIESSIFRS9
A114290,GRPDLBUSNIESSIFRS9
A114543,GRPDLBUSNIESSIFRS9
A124825,GRPDLBUSNIESSIFRS9
A125112,GRPDLBUSNIESSIFRS9
A125117,GRPDLBUSNIESSIFRS9
A125924,GRPDLBUSNIESSIFRS9
A126303,GRPDLBUSNIESSIFRS9
A127046,GRPDLBUSNIESSIFRS9
A127245,GRPDLBUSNIESSIFRS9
A127269,GRPDLBUSNIESSIFRS9
A127410,GRPDLBUSNIESSIFRS9
A128720,GRPDLBUSNIESSIFRS9
A129519,GRPDLBUSNIESSIFRS9
A130311,GRPDLBUSNIESSIFRS9
A132575,GRPDLBUSNIESSIFRS9
A134200,GRPDLBUSNIESSIFRS9
A134769,GRPDLBUSNIESSIFRS9
A134849,GRPDLBUSNIESSIFRS9
A136484,GRPDLBUSNIESSIFRS9
A140113,GRPDLBUSNIESSIFRS9
A141312,GRPDLBUSNIESSIFRS9
A145342,GRPDLBUSNIESSIFRS9
A146144,GRPDLBUSNIESSIFRS9
A146145,GRPDLBUSNIESSIFRS9
A146157,GRPDLBUSNIESSIFRS9
A146160,GRPDLBUSNIESSIFRS9
A146942,GRPDLBUSNIESSIFRS9
A146963,GRPDLBUSNIESSIFRS9
A147544,GRPDLBUSNIESSIFRS9
A149027,GRPDLBUSNIESSIFRS9
A149045,GRPDLBUSNIESSIFRS9
A150177,GRPDLBUSNIESSIFRS9
A197883,GRPDLBUSNIESSIFRS9
A197890,GRPDLBUSNIESSIFRS9
A197891,GRPDLBUSNIESSIFRS9
A199719,GRPDLBUSNIESSIFRS9
A199720,GRPDLBUSNIESSIFRS9
A200483,GRPDLBUSNIESSIFRS9
A200488,GRPDLBUSNIESSIFRS9
A202194,GRPDLBUSNIESSIFRS9
A204202,GRPDLBUSNIESSIFRS9
A204555,GRPDLBUSNIESSIFRS9
A217416,GRPDLBUSNIESSIFRS9
A217456,GRPDLBUSNIESSIFRS9
A218293,GRPDLBUSNIESSIFRS9
A218528,GRPDLBUSNIESSIFRS9
A220187,GRPDLBUSNIESSIFRS9
A220614,GRPDLBUSNIESSIFRS9
A220615,GRPDLBUSNIESSIFRS9
A220674,GRPDLBUSNIESSIFRS9
A221810,GRPDLBUSNIESSIFRS9
A222681,GRPDLBUSNIESSIFRS9
A223129,GRPDLBUSNIESSIFRS9
A223971,GRPDLBUSNIESSIFRS9
A224705,GRPDLBUSNIESSIFRS9
A230207,GRPDLBUSNIESSIFRS9
A230209,GRPDLBUSNIESSIFRS9
A231009,GRPDLBUSNIESSIFRS9
A231200,GRPDLBUSNIESSIFRS9
A231201,GRPDLBUSNIESSIFRS9
A231774,GRPDLBUSNIESSIFRS9
A232807,GRPDLBUSNIESSIFRS9
A232808,GRPDLBUSNIESSIFRS9
A233249,GRPDLBUSNIESSIFRS9
A233253,GRPDLBUSNIESSIFRS9
A233865,GRPDLBUSNIESSIFRS9
A233871,GRPDLBUSNIESSIFRS9
A233872,GRPDLBUSNIESSIFRS9
A234510,GRPDLBUSNIESSIFRS9
A234515,GRPDLBUSNIESSIFRS9
A235166,GRPDLBUSNIESSIFRS9
A235183,GRPDLBUSNIESSIFRS9
A236702,GRPDLBUSNIESSIFRS9
A240327,GRPDLBUSNIESSIFRS9
A241524,GRPDLBUSNIESSIFRS9
A242028,GRPDLBUSNIESSIFRS9
A243058,GRPDLBUSNIESSIFRS9
A243064,GRPDLBUSNIESSIFRS9
A243620,GRPDLBUSNIESSIFRS9
A244252,GRPDLBUSNIESSIFRS9
A244253,GRPDLBUSNIESSIFRS9
A244919,GRPDLBUSNIESSIFRS9
A246088,GRPDLBUSNIESSIFRS9
A246189,GRPDLBUSNIESSIFRS9
A247425,GRPDLBUSNIESSIFRS9
A256355,GRPDLBUSNIESSIFRS9
A256805,GRPDLBUSNIESSIFRS9
A263593,GRPDLBUSNIESSIFRS9
A264872,GRPDLBUSNIESSIFRS9
A265796,GRPDLBUSNIESSIFRS9
A265798,GRPDLBUSNIESSIFRS9
A266835,GRPDLBUSNIESSIFRS9
A267262,GRPDLBUSNIESSIFRS9
A267641,GRPDLBUSNIESSIFRS9
A269393,GRPDLBUSNIESSIFRS9
A269941,GRPDLBUSNIESSIFRS9
A271391,GRPDLBUSNIESSIFRS9
A272994,GRPDLBUSNIESSIFRS9
A272997,GRPDLBUSNIESSIFRS9
A273003,GRPDLBUSNIESSIFRS9
A274625,GRPDLBUSNIESSIFRS9
A274626,GRPDLBUSNIESSIFRS9
A274631,GRPDLBUSNIESSIFRS9
A274635,GRPDLBUSNIESSIFRS9
A275845,GRPDLBUSNIESSIFRS9
A275847,GRPDLBUSNIESSIFRS9
A275894,GRPDLBUSNIESSIFRS9
A275895,GRPDLBUSNIESSIFRS9
A275898,GRPDLBUSNIESSIFRS9
A278040,GRPDLBUSNIESSIFRS9
A279014,GRPDLBUSNIESSIFRS9
A279017,GRPDLBUSNIESSIFRS9
A280308,GRPDLBUSNIESSIFRS9
A280318,GRPDLBUSNIESSIFRS9
A280836,GRPDLBUSNIESSIFRS9
A281333,GRPDLBUSNIESSIFRS9
A281932,GRPDLBUSNIESSIFRS9
A283751,GRPDLBUSNIESSIFRS9
A284576,GRPDLBUSNIESSIFRS9
A285205,GRPDLBUSNIESSIFRS9
A285802,GRPDLBUSNIESSIFRS9
A286305,GRPDLBUSNIESSIFRS9
A286327,GRPDLBUSNIESSIFRS9
A287703,GRPDLBUSNIESSIFRS9
A288378,GRPDLBUSNIESSIFRS9
A288425,GRPDLBUSNIESSIFRS9
A289179,GRPDLBUSNIESSIFRS9
A289181,GRPDLBUSNIESSIFRS9
A289336,GRPDLBUSNIESSIFRS9
A289928,GRPDLBUSNIESSIFRS9
A289929,GRPDLBUSNIESSIFRS9
A289931,GRPDLBUSNIESSIFRS9
A293402,GRPDLBUSNIESSIFRS9
A293869,GRPDLBUSNIESSIFRS9
A294130,GRPDLBUSNIESSIFRS9
A295118,GRPDLBUSNIESSIFRS9
A296057,GRPDLBUSNIESSIFRS9
A297896,GRPDLBUSNIESSIFRS9
A298077,GRPDLBUSNIESSIFRS9
A298244,GRPDLBUSNIESSIFRS9
A298767,GRPDLBUSNIESSIFRS9
A298768,GRPDLBUSNIESSIFRS9
A298769,GRPDLBUSNIESSIFRS9
A299593,GRPDLBUSNIESSIFRS9
A299630,GRPDLBUSNIESSIFRS9
A299649,GRPDLBUSNIESSIFRS9
A299677,GRPDLBUSNIESSIFRS9
A299708,GRPDLBUSNIESSIFRS9
A299794,GRPDLBUSNIESSIFRS9
A299802,GRPDLBUSNIESSIFRS9
A299818,GRPDLBUSNIESSIFRS9
A299842,GRPDLBUSNIESSIFRS9
A300066,GRPDLBUSNIESSIFRS9
A300070,GRPDLBUSNIESSIFRS9
A300077,GRPDLBUSNIESSIFRS9
A300349,GRPDLBUSNIESSIFRS9
A300405,GRPDLBUSNIESSIFRS9
A300463,GRPDLBUSNIESSIFRS9
A300524,GRPDLBUSNIESSIFRS9
A300587,GRPDLBUSNIESSIFRS9
A300596,GRPDLBUSNIESSIFRS9
A300597,GRPDLBUSNIESSIFRS9
A300684,GRPDLBUSNIESSIFRS9
A301884,GRPDLBUSNIESSIFRS9
A302340,GRPDLBUSNIESSIFRS9
A302367,GRPDLBUSNIESSIFRS9
A302750,GRPDLBUSNIESSIFRS9
A302970,GRPDLBUSNIESSIFRS9
A303088,GRPDLBUSNIESSIFRS9
A303089,GRPDLBUSNIESSIFRS9
A303090,GRPDLBUSNIESSIFRS9
A303091,GRPDLBUSNIESSIFRS9
A303524,GRPDLBUSNIESSIFRS9
A303915,GRPDLBUSNIESSIFRS9
A304188,GRPDLBUSNIESSIFRS9
A304587,GRPDLBUSNIESSIFRS9
A304635,GRPDLBUSNIESSIFRS9
A304725,GRPDLBUSNIESSIFRS9
A304726,GRPDLBUSNIESSIFRS9
A304727,GRPDLBUSNIESSIFRS9
A304935,GRPDLBUSNIESSIFRS9
A305053,GRPDLBUSNIESSIFRS9
A305260,GRPDLBUSNIESSIFRS9
A305263,GRPDLBUSNIESSIFRS9
A305418,GRPDLBUSNIESSIFRS9
A305419,GRPDLBUSNIESSIFRS9
A305422,GRPDLBUSNIESSIFRS9
A305423,GRPDLBUSNIESSIFRS9
A305424,GRPDLBUSNIESSIFRS9
A305426,GRPDLBUSNIESSIFRS9
A305427,GRPDLBUSNIESSIFRS9
A305429,GRPDLBUSNIESSIFRS9
A305430,GRPDLBUSNIESSIFRS9
A305445,GRPDLBUSNIESSIFRS9
A305449,GRPDLBUSNIESSIFRS9
A305486,GRPDLBUSNIESSIFRS9
A305515,GRPDLBUSNIESSIFRS9
A305516,GRPDLBUSNIESSIFRS9
A305517,GRPDLBUSNIESSIFRS9
A305518,GRPDLBUSNIESSIFRS9
A305519,GRPDLBUSNIESSIFRS9
A305564,GRPDLBUSNIESSIFRS9
A305565,GRPDLBUSNIESSIFRS9
A305602,GRPDLBUSNIESSIFRS9
A305649,GRPDLBUSNIESSIFRS9
A305650,GRPDLBUSNIESSIFRS9
A305705,GRPDLBUSNIESSIFRS9
A305775,GRPDLBUSNIESSIFRS9
A305817,GRPDLBUSNIESSIFRS9
A305846,GRPDLBUSNIESSIFRS9
A305848,GRPDLBUSNIESSIFRS9
A305896,GRPDLBUSNIESSIFRS9
A305898,GRPDLBUSNIESSIFRS9
A305899,GRPDLBUSNIESSIFRS9
A305902,GRPDLBUSNIESSIFRS9
A305903,GRPDLBUSNIESSIFRS9
A306072,GRPDLBUSNIESSIFRS9
A306074,GRPDLBUSNIESSIFRS9
A306076,GRPDLBUSNIESSIFRS9
A306077,GRPDLBUSNIESSIFRS9
A306079,GRPDLBUSNIESSIFRS9
A306080,GRPDLBUSNIESSIFRS9
A306167,GRPDLBUSNIESSIFRS9
A306216,GRPDLBUSNIESSIFRS9
A306219,GRPDLBUSNIESSIFRS9
A306334,GRPDLBUSNIESSIFRS9
A306397,GRPDLBUSNIESSIFRS9
A306593,GRPDLBUSNIESSIFRS9
A306793,GRPDLBUSNIESSIFRS9
A306794,GRPDLBUSNIESSIFRS9
A306796,GRPDLBUSNIESSIFRS9
A306867,GRPDLBUSNIESSIFRS9
A306869,GRPDLBUSNIESSIFRS9
A306872,GRPDLBUSNIESSIFRS9
A306873,GRPDLBUSNIESSIFRS9
A306916,GRPDLBUSNIESSIFRS9
A307017,GRPDLBUSNIESSIFRS9
A307018,GRPDLBUSNIESSIFRS9
A307042,GRPDLBUSNIESSIFRS9
A307054,GRPDLBUSNIESSIFRS9
A307070,GRPDLBUSNIESSIFRS9
A307103,GRPDLBUSNIESSIFRS9
A307234,GRPDLBUSNIESSIFRS9
A307238,GRPDLBUSNIESSIFRS9
A307319,GRPDLBUSNIESSIFRS9
A307323,GRPDLBUSNIESSIFRS9
A307349,GRPDLBUSNIESSIFRS9
A307385,GRPDLBUSNIESSIFRS9
A307386,GRPDLBUSNIESSIFRS9
A307405,GRPDLBUSNIESSIFRS9
A307407,GRPDLBUSNIESSIFRS9
A307440,GRPDLBUSNIESSIFRS9
A307441,GRPDLBUSNIESSIFRS9
A307442,GRPDLBUSNIESSIFRS9
A307443,GRPDLBUSNIESSIFRS9
A307444,GRPDLBUSNIESSIFRS9
A307459,GRPDLBUSNIESSIFRS9
A307461,GRPDLBUSNIESSIFRS9
A307486,GRPDLBUSNIESSIFRS9
A307487,GRPDLBUSNIESSIFRS9
A307507,GRPDLBUSNIESSIFRS9
A307508,GRPDLBUSNIESSIFRS9
A307509,GRPDLBUSNIESSIFRS9
A307580,GRPDLBUSNIESSIFRS9
A307581,GRPDLBUSNIESSIFRS9
A307582,GRPDLBUSNIESSIFRS9
A307583,GRPDLBUSNIESSIFRS9
A307589,GRPDLBUSNIESSIFRS9
A307593,GRPDLBUSNIESSIFRS9
A307624,GRPDLBUSNIESSIFRS9
A307625,GRPDLBUSNIESSIFRS9
A307626,GRPDLBUSNIESSIFRS9
A307627,GRPDLBUSNIESSIFRS9
A307637,GRPDLBUSNIESSIFRS9
A307642,GRPDLBUSNIESSIFRS9
A307681,GRPDLBUSNIESSIFRS9
A307682,GRPDLBUSNIESSIFRS9
A307684,GRPDLBUSNIESSIFRS9
A307706,GRPDLBUSNIESSIFRS9
A307708,GRPDLBUSNIESSIFRS9
A307709,GRPDLBUSNIESSIFRS9
A307710,GRPDLBUSNIESSIFRS9
A307739,GRPDLBUSNIESSIFRS9
A307740,GRPDLBUSNIESSIFRS9
A307741,GRPDLBUSNIESSIFRS9
A307742,GRPDLBUSNIESSIFRS9
A307743,GRPDLBUSNIESSIFRS9
A307749,GRPDLBUSNIESSIFRS9
A307750,GRPDLBUSNIESSIFRS9
A307751,GRPDLBUSNIESSIFRS9
A307752,GRPDLBUSNIESSIFRS9
A307753,GRPDLBUSNIESSIFRS9
A307754,GRPDLBUSNIESSIFRS9
A307755,GRPDLBUSNIESSIFRS9
A307756,GRPDLBUSNIESSIFRS9
A307758,GRPDLBUSNIESSIFRS9
A307763,GRPDLBUSNIESSIFRS9
A307772,GRPDLBUSNIESSIFRS9
A307773,GRPDLBUSNIESSIFRS9
A307775,GRPDLBUSNIESSIFRS9
A307792,GRPDLBUSNIESSIFRS9
A307806,GRPDLBUSNIESSIFRS9
A307807,GRPDLBUSNIESSIFRS9
A307809,GRPDLBUSNIESSIFRS9
A307812,GRPDLBUSNIESSIFRS9
A307814,GRPDLBUSNIESSIFRS9
A307815,GRPDLBUSNIESSIFRS9
A307817,GRPDLBUSNIESSIFRS9
A307818,GRPDLBUSNIESSIFRS9
A307819,GRPDLBUSNIESSIFRS9
A307820,GRPDLBUSNIESSIFRS9
A307821,GRPDLBUSNIESSIFRS9
A307822,GRPDLBUSNIESSIFRS9
A307823,GRPDLBUSNIESSIFRS9
A307833,GRPDLBUSNIESSIFRS9
A307834,GRPDLBUSNIESSIFRS9
A307835,GRPDLBUSNIESSIFRS9
A307836,GRPDLBUSNIESSIFRS9
A307837,GRPDLBUSNIESSIFRS9
A307839,GRPDLBUSNIESSIFRS9
A307840,GRPDLBUSNIESSIFRS9
A307841,GRPDLBUSNIESSIFRS9
A307842,GRPDLBUSNIESSIFRS9
A307843,GRPDLBUSNIESSIFRS9
A307844,GRPDLBUSNIESSIFRS9
A307845,GRPDLBUSNIESSIFRS9
A307846,GRPDLBUSNIESSIFRS9
A307847,GRPDLBUSNIESSIFRS9
A307848,GRPDLBUSNIESSIFRS9
A307849,GRPDLBUSNIESSIFRS9
A307850,GRPDLBUSNIESSIFRS9
A307851,GRPDLBUSNIESSIFRS9
A307852,GRPDLBUSNIESSIFRS9
A307854,GRPDLBUSNIESSIFRS9
A307856,GRPDLBUSNIESSIFRS9
A307866,GRPDLBUSNIESSIFRS9
A307867,GRPDLBUSNIESSIFRS9
A307868,GRPDLBUSNIESSIFRS9
A307869,GRPDLBUSNIESSIFRS9
A307875,GRPDLBUSNIESSIFRS9
A307903,GRPDLBUSNIESSIFRS9
A307904,GRPDLBUSNIESSIFRS9
A307905,GRPDLBUSNIESSIFRS9
A307906,GRPDLBUSNIESSIFRS9
A307907,GRPDLBUSNIESSIFRS9
A307908,GRPDLBUSNIESSIFRS9
A307909,GRPDLBUSNIESSIFRS9
A307911,GRPDLBUSNIESSIFRS9
A307912,GRPDLBUSNIESSIFRS9
A307913,GRPDLBUSNIESSIFRS9
A307915,GRPDLBUSNIESSIFRS9
A307917,GRPDLBUSNIESSIFRS9
A307918,GRPDLBUSNIESSIFRS9
A307923,GRPDLBUSNIESSIFRS9
A307924,GRPDLBUSNIESSIFRS9
A307925,GRPDLBUSNIESSIFRS9
A307926,GRPDLBUSNIESSIFRS9
A307945,GRPDLBUSNIESSIFRS9
A307954,GRPDLBUSNIESSIFRS9
A307955,GRPDLBUSNIESSIFRS9
A307956,GRPDLBUSNIESSIFRS9
A307958,GRPDLBUSNIESSIFRS9
A307973,GRPDLBUSNIESSIFRS9
A307974,GRPDLBUSNIESSIFRS9
A307975,GRPDLBUSNIESSIFRS9
A307976,GRPDLBUSNIESSIFRS9
A307977,GRPDLBUSNIESSIFRS9
A307978,GRPDLBUSNIESSIFRS9
A307979,GRPDLBUSNIESSIFRS9
A307980,GRPDLBUSNIESSIFRS9
A307982,GRPDLBUSNIESSIFRS9
A307984,GRPDLBUSNIESSIFRS9
A307985,GRPDLBUSNIESSIFRS9
A307987,GRPDLBUSNIESSIFRS9
A307988,GRPDLBUSNIESSIFRS9
A307989,GRPDLBUSNIESSIFRS9
A307990,GRPDLBUSNIESSIFRS9
A307991,GRPDLBUSNIESSIFRS9
A307992,GRPDLBUSNIESSIFRS9
A307993,GRPDLBUSNIESSIFRS9
A308064,GRPDLBUSNIESSIFRS9
A308065,GRPDLBUSNIESSIFRS9
A308066,GRPDLBUSNIESSIFRS9
A308068,GRPDLBUSNIESSIFRS9
A308069,GRPDLBUSNIESSIFRS9
A308070,GRPDLBUSNIESSIFRS9
A308072,GRPDLBUSNIESSIFRS9
A308073,GRPDLBUSNIESSIFRS9
A308074,GRPDLBUSNIESSIFRS9
A308076,GRPDLBUSNIESSIFRS9
A308077,GRPDLBUSNIESSIFRS9
A308080,GRPDLBUSNIESSIFRS9
A308095,GRPDLBUSNIESSIFRS9
A308144,GRPDLBUSNIESSIFRS9
A308145,GRPDLBUSNIESSIFRS9
A308146,GRPDLBUSNIESSIFRS9
A308147,GRPDLBUSNIESSIFRS9
A308148,GRPDLBUSNIESSIFRS9
A308149,GRPDLBUSNIESSIFRS9
A308150,GRPDLBUSNIESSIFRS9
A308151,GRPDLBUSNIESSIFRS9
A308152,GRPDLBUSNIESSIFRS9
A308153,GRPDLBUSNIESSIFRS9
A308154,GRPDLBUSNIESSIFRS9
A308155,GRPDLBUSNIESSIFRS9
A308156,GRPDLBUSNIESSIFRS9
A308158,GRPDLBUSNIESSIFRS9
A308159,GRPDLBUSNIESSIFRS9
A308162,GRPDLBUSNIESSIFRS9
A308163,GRPDLBUSNIESSIFRS9
A308164,GRPDLBUSNIESSIFRS9
A308165,GRPDLBUSNIESSIFRS9
A308166,GRPDLBUSNIESSIFRS9
A308167,GRPDLBUSNIESSIFRS9
A308168,GRPDLBUSNIESSIFRS9
A308169,GRPDLBUSNIESSIFRS9
A308238,GRPDLBUSNIESSIFRS9
A308239,GRPDLBUSNIESSIFRS9
A308240,GRPDLBUSNIESSIFRS9
A308242,GRPDLBUSNIESSIFRS9
A308243,GRPDLBUSNIESSIFRS9
A308245,GRPDLBUSNIESSIFRS9
A308246,GRPDLBUSNIESSIFRS9
A308249,GRPDLBUSNIESSIFRS9
A308251,GRPDLBUSNIESSIFRS9
A308252,GRPDLBUSNIESSIFRS9
A308253,GRPDLBUSNIESSIFRS9
A308254,GRPDLBUSNIESSIFRS9
A308255,GRPDLBUSNIESSIFRS9
A308256,GRPDLBUSNIESSIFRS9
A308259,GRPDLBUSNIESSIFRS9
A308283,GRPDLBUSNIESSIFRS9
A308284,GRPDLBUSNIESSIFRS9
A308286,GRPDLBUSNIESSIFRS9
A308287,GRPDLBUSNIESSIFRS9
A308288,GRPDLBUSNIESSIFRS9
